,territoryName,null_votes,blank_votes,PPD/PSD.CDS-PP.PPM,PS,CH,B.E.,IL,ADN,L,PAN,PCP-PEV,VP,E,JPP,R.I.R.,ND,PCTP/MRPP,MPT.A,NC,PTP,PPD/PSD.CDS-PP,PPM
LOCAL-050231,Póvoa de Rio de Moinhos e Cafede,14,14,117.0,166.0,139.0,18.0,25.0,6.0,21.0,8.0,8.0,2.0,0.0,,1.0,2.0,1.0,,,,,
LOCAL-050220,Salgueiro do Campo,6,8,90.0,176.0,85.0,19.0,4.0,7.0,6.0,2.0,4.0,0.0,0.0,,3.0,1.0,0.0,,,,,
LOCAL-050221,Santo André das Tojeiras,3,3,117.0,103.0,60.0,5.0,4.0,10.0,2.0,6.0,3.0,0.0,0.0,,0.0,2.0,4.0,,,,,
LOCAL-050222,São Vicente da Beira,8,5,205.0,180.0,114.0,20.0,7.0,20.0,8.0,3.0,7.0,0.0,0.0,,0.0,4.0,2.0,,,,,
LOCAL-050223,Sarzedas,10,5,214.0,191.0,109.0,8.0,5.0,10.0,10.0,4.0,4.0,0.0,0.0,,1.0,1.0,2.0,,,,,
LOCAL-050225,Tinalhas,3,3,93.0,83.0,77.0,11.0,10.0,6.0,8.0,10.0,4.0,1.0,0.0,,3.0,0.0,0.0,,,,,
LOCAL-050302,Aldeia de São Francisco de Assis,3,1,43.0,150.0,59.0,6.0,4.0,3.0,1.0,4.0,14.0,0.0,0.0,,1.0,0.0,3.0,,,,,
LOCAL-050332,Barco e Coutada,8,6,106.0,186.0,80.0,47.0,8.0,6.0,7.0,5.0,4.0,0.0,0.0,,5.0,0.0,1.0,,,,,
LOCAL-050305,Boidobra,23,38,484.0,778.0,297.0,100.0,73.0,21.0,55.0,29.0,89.0,1.0,1.0,,5.0,3.0,12.0,,,,,
LOCAL-050333,Cantar-Galo e Vila do Carvalho,24,22,265.0,1085.0,229.0,125.0,35.0,20.0,46.0,19.0,90.0,3.0,0.0,,7.0,2.0,13.0,,,,,
LOCAL-050334,Casegas e Ourondo,8,6,79.0,162.0,39.0,6.0,4.0,13.0,6.0,0.0,17.0,1.0,0.0,,2.0,1.0,2.0,,,,,
LOCAL-050308,Cortes do Meio,11,8,87.0,211.0,60.0,25.0,10.0,5.0,7.0,3.0,17.0,2.0,0.0,,1.0,3.0,2.0,,,,,
LOCAL-050335,Covilhã e Canhoso,110,161,3033.0,4619.0,1300.0,670.0,360.0,71.0,309.0,153.0,346.0,11.0,10.0,,20.0,24.0,46.0,,,,,
LOCAL-050309,Dominguizo,13,4,175.0,222.0,114.0,22.0,17.0,4.0,12.0,8.0,15.0,0.0,3.0,,3.0,1.0,2.0,,,,,
LOCAL-050310,Erada,4,10,70.0,205.0,69.0,20.0,7.0,8.0,6.0,2.0,2.0,0.0,0.0,,3.0,0.0,1.0,,,,,
LOCAL-050311,Ferro,10,17,188.0,340.0,163.0,61.0,20.0,9.0,14.0,13.0,21.0,1.0,1.0,,11.0,2.0,2.0,,,,,
LOCAL-050312,Orjais,5,5,98.0,200.0,56.0,19.0,11.0,5.0,12.0,11.0,6.0,1.0,1.0,,2.0,2.0,3.0,,,,,
LOCAL-050314,Paul,7,10,188.0,268.0,185.0,32.0,19.0,6.0,21.0,14.0,32.0,2.0,1.0,,3.0,6.0,2.0,,,,,
LOCAL-050315,Peraboa,6,5,140.0,191.0,108.0,21.0,6.0,7.0,6.0,5.0,3.0,0.0,1.0,,1.0,4.0,1.0,,,,,
LOCAL-050336,Peso e Vales do Rio,8,17,203.0,359.0,106.0,21.0,19.0,8.0,21.0,12.0,21.0,2.0,0.0,,3.0,4.0,4.0,,,,,
LOCAL-050318,São Jorge da Beira,9,8,65.0,178.0,23.0,7.0,1.0,2.0,4.0,4.0,4.0,0.0,1.0,,1.0,2.0,4.0,,,,,
LOCAL-050322,Sobral de São Miguel,2,3,59.0,80.0,20.0,6.0,4.0,6.0,2.0,1.0,4.0,0.0,0.0,,1.0,2.0,4.0,,,,,
LOCAL-050337,Teixoso e Sarzedo,28,37,421.0,1214.0,411.0,116.0,68.0,23.0,43.0,31.0,52.0,1.0,4.0,,4.0,5.0,10.0,,,,,
LOCAL-050324,Tortosendo,33,32,747.0,1371.0,513.0,171.0,73.0,22.0,82.0,47.0,261.0,2.0,4.0,,6.0,10.0,17.0,,,,,
LOCAL-050325,Unhais da Serra,13,4,130.0,328.0,124.0,38.0,7.0,4.0,11.0,11.0,16.0,1.0,1.0,,2.0,2.0,11.0,,,,,
LOCAL-050338,Vale Formoso e Aldeia do Souto,1,8,58.0,186.0,76.0,19.0,7.0,2.0,3.0,5.0,15.0,1.0,1.0,,4.0,1.0,5.0,,,,,
LOCAL-050327,Verdelhos,7,5,30.0,117.0,66.0,6.0,2.0,4.0,4.0,3.0,7.0,0.0,0.0,,2.0,0.0,3.0,,,,,
LOCAL-050401,Alcaide,4,6,82.0,147.0,45.0,23.0,15.0,8.0,6.0,8.0,6.0,0.0,0.0,,1.0,1.0,3.0,,,,,
LOCAL-050402,Alcaria,10,8,177.0,225.0,125.0,47.0,14.0,14.0,14.0,9.0,11.0,1.0,1.0,,7.0,0.0,2.0,,,,,
LOCAL-050403,Alcongosta,6,2,63.0,87.0,53.0,18.0,5.0,7.0,7.0,3.0,7.0,1.0,1.0,,0.0,0.0,0.0,,,,,
LOCAL-050406,Alpedrinha,5,6,165.0,160.0,89.0,14.0,16.0,13.0,14.0,7.0,5.0,3.0,0.0,,0.0,2.0,1.0,,,,,
LOCAL-050408,Barroca,5,5,68.0,119.0,28.0,4.0,4.0,4.0,2.0,5.0,2.0,0.0,0.0,,0.0,1.0,1.0,,,,,
LOCAL-050410,Bogas de Cima,4,2,74.0,43.0,50.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,,,
LOCAL-050411,Capinha,3,4,48.0,79.0,58.0,7.0,1.0,4.0,1.0,0.0,11.0,1.0,0.0,,1.0,0.0,4.0,,,,,
LOCAL-050412,Castelejo,12,12,112.0,110.0,102.0,18.0,5.0,9.0,6.0,1.0,9.0,1.0,3.0,,3.0,0.0,2.0,,,,,
LOCAL-050413,Castelo Novo,1,3,60.0,70.0,27.0,4.0,1.0,3.0,7.0,2.0,6.0,0.0,0.0,,2.0,1.0,2.0,,,,,
LOCAL-050431,Enxames,9,8,61.0,93.0,52.0,5.0,4.0,3.0,7.0,4.0,1.0,0.0,0.0,,1.0,1.0,3.0,,,,,
LOCAL-050416,Fatela,1,0,38.0,141.0,90.0,19.0,8.0,5.0,3.0,3.0,5.0,0.0,1.0,,2.0,0.0,0.0,,,,,
LOCAL-050434,"Fundão, Valverde, Donas e Aldeias de Joanes e Cabo",99,100,2151.0,2554.0,1478.0,373.0,296.0,101.0,193.0,130.0,129.0,13.0,8.0,,22.0,14.0,28.0,,,,,
LOCAL-050433,Janeiro de Cima e Bogas de Baixo,2,3,101.0,101.0,46.0,3.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0,,0.0,2.0,0.0,,,,,
LOCAL-050419,Lavacolhos,2,4,25.0,56.0,15.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,,0.0,0.0,0.0,,,,,
LOCAL-050420,Orca,9,2,94.0,115.0,58.0,9.0,4.0,7.0,4.0,4.0,7.0,1.0,0.0,,3.0,0.0,2.0,,,,,
LOCAL-050421,Pêro Viseu,3,6,80.0,122.0,109.0,12.0,22.0,4.0,5.0,3.0,6.0,0.0,0.0,,0.0,1.0,5.0,,,,,
LOCAL-050435,Póvoa de Atalaia e Atalaia do Campo,8,2,150.0,171.0,150.0,25.0,6.0,12.0,5.0,7.0,7.0,1.0,0.0,,6.0,1.0,3.0,,,,,
LOCAL-050424,Silvares,6,22,115.0,235.0,124.0,18.0,12.0,3.0,4.0,6.0,7.0,1.0,0.0,,2.0,5.0,5.0,,,,,
LOCAL-050425,Soalheira,2,3,160.0,135.0,128.0,20.0,15.0,7.0,9.0,7.0,5.0,0.0,0.0,,0.0,1.0,1.0,,,,,
LOCAL-050426,Souto da Casa,4,5,136.0,168.0,80.0,23.0,11.0,6.0,6.0,4.0,12.0,0.0,0.0,,2.0,2.0,3.0,,,,,
LOCAL-050427,Telhado,8,3,62.0,124.0,116.0,14.0,7.0,8.0,6.0,4.0,6.0,2.0,2.0,,2.0,2.0,0.0,,,,,
LOCAL-050432,Três Povos,8,5,106.0,176.0,82.0,4.0,11.0,9.0,3.0,8.0,4.0,0.0,1.0,,2.0,6.0,5.0,,,,,
LOCAL-050436,Vale de Prazeres e Mata da Rainha,3,9,128.0,225.0,123.0,12.0,4.0,8.0,8.0,7.0,6.0,0.0,2.0,,2.0,3.0,2.0,,,,,
LOCAL-050502,Aldeia de Santa Margarida,1,3,26.0,48.0,25.0,6.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,2.0,,,,,
LOCAL-050518,Idanha-a-Nova e Alcafozes,18,28,322.0,481.0,344.0,50.0,28.0,19.0,18.0,10.0,41.0,3.0,1.0,,7.0,0.0,8.0,,,,,
LOCAL-050505,Ladoeiro,14,8,145.0,250.0,195.0,10.0,4.0,8.0,11.0,4.0,10.0,0.0,2.0,,2.0,1.0,3.0,,,,,
LOCAL-050506,Medelim,0,9,22.0,67.0,15.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,
LOCAL-050519,Monfortinho e Salvaterra do Extremo,4,3,69.0,108.0,105.0,8.0,9.0,6.0,1.0,6.0,6.0,1.0,2.0,,0.0,1.0,4.0,,,,,
LOCAL-050520,Monsanto e Idanha-a-Velha,11,4,67.0,173.0,65.0,12.0,2.0,4.0,5.0,6.0,3.0,3.0,0.0,,2.0,2.0,5.0,,,,,
LOCAL-050509,Oledo,2,2,42.0,64.0,23.0,5.0,3.0,6.0,1.0,4.0,8.0,0.0,1.0,,0.0,0.0,1.0,,,,,
LOCAL-050510,Penha Garcia,9,6,89.0,150.0,59.0,8.0,6.0,6.0,7.0,1.0,3.0,2.0,1.0,,2.0,1.0,2.0,,,,,
LOCAL-050511,Proença-a-Velha,0,1,22.0,38.0,14.0,1.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,,0.0,0.0,0.0,,,,,
LOCAL-050512,Rosmaninhal,1,0,44.0,68.0,66.0,5.0,3.0,7.0,4.0,2.0,8.0,0.0,0.0,,1.0,1.0,0.0,,,,,
LOCAL-050514,São Miguel de Acha,6,6,80.0,104.0,38.0,12.0,6.0,7.0,3.0,2.0,8.0,0.0,0.0,,1.0,2.0,2.0,,,,,
LOCAL-050516,Toulões,3,0,25.0,51.0,26.0,4.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,,0.0,1.0,0.0,,,,,
LOCAL-050521,Zebreira e Segura,12,3,100.0,244.0,142.0,4.0,4.0,5.0,3.0,1.0,14.0,2.0,0.0,,1.0,1.0,4.0,,,,,
LOCAL-050601,Álvaro,2,0,64.0,7.0,9.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,
LOCAL-050603,Cambas,2,2,70.0,45.0,15.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,,,
LOCAL-050613,Estreito-Vilar Barroco,8,11,266.0,135.0,74.0,7.0,9.0,18.0,2.0,1.0,2.0,0.0,1.0,,2.0,5.0,2.0,,,,,
LOCAL-050605,Isna,7,1,59.0,28.0,14.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,
LOCAL-050606,Madeirã,0,3,47.0,22.0,18.0,0.0,4.0,1.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,
LOCAL-050607,Mosteiro,6,1,77.0,48.0,22.0,3.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,,
LOCAL-050614,Oleiros-Amieira,18,25,690.0,277.0,238.0,30.0,22.0,26.0,15.0,3.0,7.0,2.0,0.0,,5.0,6.0,0.0,,,,,
LOCAL-050609,Orvalho,5,11,89.0,82.0,49.0,5.0,2.0,6.0,3.0,1.0,3.0,3.0,0.0,,2.0,2.0,2.0,,,,,
LOCAL-050610,Sarnadas de São Simão,2,6,43.0,32.0,15.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,,1.0,1.0,0.0,,,,,
LOCAL-050611,Sobral,3,1,52.0,18.0,11.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,,0.0,2.0,0.0,,,,,
LOCAL-050713,"Aldeia do Bispo, Águas e Aldeia de João Pires",7,7,131.0,178.0,133.0,17.0,5.0,10.0,4.0,6.0,17.0,2.0,1.0,,2.0,1.0,3.0,,,,,
LOCAL-050704,Aranhas,2,7,31.0,55.0,61.0,4.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,,,,,
LOCAL-050706,Benquerença,4,3,57.0,92.0,53.0,10.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,,0.0,1.0,2.0,,,,,
LOCAL-050707,Meimão,3,1,36.0,78.0,18.0,2.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,,,,,
LOCAL-050708,Meimoa,4,2,54.0,56.0,48.0,6.0,4.0,1.0,2.0,0.0,4.0,1.0,1.0,,0.0,0.0,3.0,,,,,
LOCAL-050714,Pedrógão de São Pedro e Bemposta,1,4,62.0,87.0,61.0,7.0,3.0,5.0,2.0,2.0,1.0,0.0,0.0,,2.0,3.0,3.0,,,,,
LOCAL-050710,Penamacor,5,10,238.0,216.0,148.0,35.0,13.0,17.0,8.0,3.0,4.0,4.0,2.0,,4.0,5.0,5.0,,,,,
LOCAL-050711,Salvador,2,5,19.0,60.0,57.0,5.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,,3.0,1.0,1.0,,,,,
LOCAL-050712,Vale da Senhora da Póvoa,0,0,28.0,56.0,26.0,12.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,,0.0,2.0,1.0,,,,,
LOCAL-050802,Montes da Senhora,5,9,158.0,123.0,70.0,10.0,5.0,7.0,4.0,0.0,8.0,3.0,0.0,,1.0,4.0,1.0,,,,,
LOCAL-050807,Proença-a-Nova e Peral,49,40,1178.0,822.0,430.0,75.0,72.0,57.0,44.0,18.0,18.0,1.0,2.0,,17.0,7.0,6.0,,,,,
LOCAL-050805,São Pedro do Esteval,2,8,95.0,99.0,52.0,3.0,14.0,7.0,3.0,0.0,3.0,0.0,1.0,,1.0,3.0,0.0,,,,,
LOCAL-050808,Sobreira Formosa e Alvito da Beira,12,13,419.0,275.0,132.0,19.0,21.0,17.0,10.0,9.0,14.0,3.0,1.0,,3.0,6.0,3.0,,,,,
LOCAL-050901,Cabeçudo,11,10,183.0,172.0,95.0,23.0,18.0,10.0,3.0,8.0,7.0,0.0,1.0,,3.0,0.0,4.0,,,,,
LOCAL-050902,Carvalhal,5,4,82.0,102.0,42.0,4.0,2.0,4.0,3.0,0.0,2.0,1.0,0.0,,3.0,0.0,0.0,,,,,
LOCAL-050903,Castelo,7,8,209.0,169.0,123.0,18.0,6.0,10.0,5.0,9.0,4.0,3.0,0.0,,7.0,3.0,1.0,,,,,
LOCAL-050915,"Cernache do Bonjardim, Nesperal e Palhais",53,22,781.0,517.0,459.0,66.0,46.0,42.0,34.0,32.0,18.0,9.0,2.0,,9.0,6.0,7.0,,,,,
LOCAL-050916,Cumeada e Marmeleiro,7,2,197.0,111.0,62.0,5.0,2.0,8.0,4.0,8.0,3.0,1.0,0.0,,2.0,0.0,1.0,,,,,
LOCAL-050917,Ermida e Figueiredo,2,3,148.0,30.0,35.0,0.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,,,,,
LOCAL-050911,Pedrógão Pequeno,8,13,162.0,118.0,64.0,9.0,2.0,9.0,10.0,6.0,2.0,3.0,0.0,,1.0,5.0,0.0,,,,,
LOCAL-050912,Sertã,70,61,1545.0,929.0,662.0,99.0,105.0,72.0,63.0,49.0,34.0,4.0,2.0,,18.0,8.0,13.0,,,,,
LOCAL-050913,Troviscal,14,12,224.0,98.0,54.0,5.0,4.0,6.0,4.0,1.0,3.0,2.0,0.0,,0.0,1.0,0.0,,,,,
LOCAL-050914,Várzea dos Cavaleiros,5,3,209.0,96.0,69.0,6.0,11.0,8.0,8.0,4.0,1.0,0.0,0.0,,1.0,3.0,1.0,,,,,
LOCAL-051001,Fundada,10,3,188.0,63.0,69.0,10.0,8.0,8.0,3.0,3.0,10.0,3.0,2.0,,0.0,0.0,2.0,,,,,
LOCAL-051002,São João do Peso,1,1,27.0,23.0,19.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,,1.0,0.0,0.0,,,,,
LOCAL-051003,Vila de Rei,43,23,698.0,281.0,312.0,38.0,44.0,39.0,32.0,24.0,20.0,2.0,1.0,,5.0,10.0,2.0,,,,,
LOCAL-051101,Fratel,5,2,65.0,147.0,43.0,7.0,6.0,4.0,6.0,8.0,8.0,1.0,1.0,,0.0,2.0,2.0,,,,,
LOCAL-051102,Perais,4,2,58.0,122.0,34.0,8.0,5.0,3.0,1.0,2.0,3.0,0.0,0.0,,0.0,2.0,3.0,,,,,
LOCAL-051103,Sarnadas de Ródão,3,0,69.0,116.0,66.0,10.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,,4.0,0.0,1.0,,,,,
LOCAL-051104,Vila Velha de Ródão,12,7,215.0,419.0,210.0,41.0,20.0,6.0,14.0,5.0,39.0,2.0,1.0,,4.0,2.0,3.0,,,,,
LOCAL-060102,Arganil,34,46,708.0,692.0,362.0,100.0,72.0,18.0,61.0,42.0,38.0,4.0,0.0,1.0,9.0,2.0,,2.0,,,,
LOCAL-060104,Benfeita,2,2,76.0,77.0,17.0,4.0,5.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
LOCAL-060105,Celavisa,1,3,40.0,35.0,7.0,4.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
LOCAL-060119,Cepos e Teixeira,4,1,39.0,40.0,15.0,3.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,,0.0,,,,
LOCAL-060120,Cerdeira e Moura da Serra,4,4,104.0,74.0,20.0,2.0,7.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,,0.0,,,,
LOCAL-060121,Côja e Barril de Alva,8,13,245.0,448.0,119.0,29.0,18.0,12.0,12.0,15.0,14.0,1.0,1.0,0.0,4.0,2.0,,1.0,,,,
LOCAL-060109,Folques,1,1,36.0,109.0,28.0,4.0,2.0,4.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
LOCAL-060111,Piódão,1,2,27.0,20.0,10.0,4.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
LOCAL-060112,Pomares,2,5,65.0,107.0,43.0,9.0,0.0,3.0,2.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,,0.0,,,,
LOCAL-060113,Pombeiro da Beira,9,4,179.0,151.0,62.0,6.0,4.0,14.0,7.0,5.0,14.0,0.0,2.0,0.0,1.0,3.0,,1.0,,,,
LOCAL-060114,São Martinho da Cortiça,13,15,310.0,145.0,122.0,30.0,21.0,6.0,17.0,3.0,7.0,1.0,0.0,0.0,6.0,2.0,,0.0,,,,
LOCAL-060115,Sarzedo,7,7,177.0,63.0,65.0,15.0,5.0,9.0,7.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,,0.0,,,,
LOCAL-060116,Secarias,3,2,61.0,97.0,40.0,9.0,2.0,2.0,9.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
LOCAL-060122,Vila Cova de Alva e Anseriz,1,4,66.0,160.0,39.0,7.0,7.0,3.0,5.0,10.0,5.0,0.0,0.0,0.0,1.0,1.0,,0.0,,,,
LOCAL-060201,Ançã,12,42,372.0,475.0,218.0,69.0,49.0,17.0,33.0,26.0,50.0,1.0,0.0,1.0,3.0,3.0,,0.0,,,,
LOCAL-060203,Cadima,13,23,661.0,357.0,372.0,52.0,45.0,20.0,35.0,19.0,23.0,0.0,0.0,1.0,3.0,3.0,,2.0,,,,
LOCAL-060220,Cantanhede e Pocariça,53,121,1805.0,1303.0,923.0,278.0,283.0,64.0,139.0,86.0,70.0,10.0,3.0,5.0,14.0,8.0,,4.0,,,,
LOCAL-060205,Cordinhã,9,13,190.0,213.0,122.0,24.0,25.0,4.0,10.0,6.0,5.0,3.0,0.0,0.0,4.0,0.0,,0.0,,,,
LOCAL-060221,Covões e Camarneira,17,28,858.0,243.0,303.0,27.0,42.0,30.0,5.0,19.0,10.0,1.0,1.0,4.0,5.0,9.0,,2.0,,,,
LOCAL-060207,Febres,31,34,732.0,338.0,346.0,44.0,64.0,37.0,24.0,22.0,15.0,1.0,1.0,2.0,1.0,9.0,,1.0,,,,
LOCAL-060208,Murtede,8,13,269.0,234.0,106.0,37.0,29.0,9.0,15.0,14.0,14.0,1.0,1.0,1.0,4.0,1.0,,0.0,,,,
LOCAL-060209,Ourentã,15,21,248.0,187.0,122.0,21.0,33.0,9.0,10.0,9.0,6.0,1.0,0.0,0.0,2.0,4.0,,0.0,,,,
LOCAL-060222,Portunhos e Outil,15,31,303.0,356.0,193.0,64.0,49.0,15.0,24.0,13.0,17.0,1.0,0.0,0.0,9.0,3.0,,1.0,,,,
LOCAL-060218,Sanguinheira,11,28,421.0,216.0,268.0,30.0,44.0,14.0,25.0,17.0,10.0,5.0,0.0,0.0,4.0,5.0,,2.0,,,,
LOCAL-060215,São Caetano,8,16,262.0,99.0,96.0,12.0,12.0,11.0,4.0,2.0,6.0,1.0,0.0,0.0,1.0,4.0,,0.0,,,,
LOCAL-060223,Sepins e Bolho,17,36,422.0,242.0,184.0,32.0,26.0,10.0,17.0,16.0,12.0,1.0,5.0,0.0,2.0,6.0,,0.0,,,,
LOCAL-060214,Tocha,28,38,724.0,533.0,509.0,61.0,69.0,32.0,33.0,14.0,26.0,5.0,0.0,0.0,4.0,8.0,,2.0,,,,
LOCAL-060224,Vilamar e Corticeiro de Cima,6,15,403.0,174.0,177.0,18.0,41.0,13.0,5.0,11.0,5.0,1.0,0.0,0.0,7.0,8.0,,1.0,,,,
LOCAL-060301,Almalaguês,17,42,428.0,728.0,212.0,118.0,69.0,18.0,41.0,19.0,61.0,7.0,3.0,0.0,6.0,8.0,,0.0,,,,
LOCAL-060332,Antuzede e Vil de Matos,18,45,359.0,677.0,288.0,91.0,52.0,20.0,36.0,25.0,62.0,1.0,2.0,2.0,3.0,2.0,,0.0,,,,
LOCAL-060333,Assafarge e Antanhol,22,83,1026.0,1050.0,413.0,213.0,184.0,26.0,114.0,66.0,96.0,5.0,3.0,2.0,11.0,4.0,,1.0,,,,
LOCAL-060309,Brasfemes,10,26,278.0,461.0,183.0,81.0,56.0,16.0,28.0,17.0,77.0,3.0,1.0,0.0,5.0,4.0,,1.0,,,,
LOCAL-060311,Ceira,20,47,445.0,703.0,282.0,98.0,74.0,17.0,67.0,21.0,96.0,5.0,1.0,3.0,7.0,8.0,,1.0,,,,
LOCAL-060312,Cernache,24,51,704.0,839.0,367.0,145.0,124.0,28.0,69.0,34.0,92.0,4.0,1.0,3.0,14.0,1.0,,3.0,,,,
LOCAL-060335,Eiras e São Paulo de Frades,102,199,2589.0,3728.0,1320.0,664.0,442.0,78.0,329.0,219.0,380.0,20.0,6.0,7.0,25.0,18.0,,5.0,,,,
LOCAL-060336,Santa Clara e Castelo Viegas,60,123,2271.0,2316.0,717.0,453.0,341.0,45.0,296.0,116.0,248.0,9.0,2.0,2.0,17.0,12.0,,3.0,,,,
LOCAL-060318,Santo António dos Olivais,170,399,9846.0,7643.0,1787.0,1673.0,1437.0,139.0,1391.0,402.0,875.0,44.0,11.0,4.0,26.0,34.0,,6.0,,,,
LOCAL-060320,São João do Campo,11,25,187.0,428.0,200.0,43.0,35.0,16.0,28.0,12.0,88.0,0.0,2.0,2.0,4.0,3.0,,1.0,,,,
LOCAL-060337,São Martinho de Árvore e Lamarosa,21,33,364.0,502.0,414.0,96.0,58.0,27.0,29.0,19.0,52.0,2.0,2.0,4.0,3.0,4.0,,2.0,,,,
LOCAL-060338,São Martinho do Bispo e Ribeira de Frades,84,149,2454.0,3324.0,1167.0,581.0,416.0,52.0,347.0,214.0,309.0,18.0,6.0,9.0,19.0,18.0,,2.0,,,,
LOCAL-060324,São Silvestre,21,37,360.0,622.0,334.0,96.0,56.0,17.0,46.0,26.0,71.0,0.0,1.0,0.0,6.0,3.0,,1.0,,,,
LOCAL-060334,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",50,93,2669.0,2348.0,648.0,586.0,330.0,60.0,342.0,124.0,274.0,16.0,8.0,6.0,10.0,11.0,,5.0,,,,
LOCAL-060339,Souselas e Botão,26,40,604.0,1017.0,486.0,133.0,103.0,30.0,54.0,49.0,98.0,7.0,7.0,1.0,11.0,7.0,,2.0,,,,
LOCAL-060340,"Taveiro, Ameal e Arzila",22,44,502.0,1074.0,359.0,128.0,83.0,24.0,71.0,51.0,94.0,3.0,1.0,1.0,8.0,7.0,,2.0,,,,
LOCAL-060329,Torres do Mondego,12,25,254.0,503.0,124.0,69.0,48.0,8.0,32.0,19.0,92.0,4.0,2.0,0.0,5.0,4.0,,2.0,,,,
LOCAL-060341,Trouxemil e Torre de Vilela,23,41,510.0,846.0,367.0,113.0,83.0,12.0,59.0,28.0,77.0,7.0,3.0,0.0,5.0,4.0,,1.0,,,,
LOCAL-060401,Anobra,9,13,108.0,327.0,148.0,39.0,33.0,7.0,16.0,10.0,26.0,3.0,0.0,2.0,5.0,1.0,,0.0,,,,
LOCAL-060411,Condeixa-a-Velha e Condeixa-a-Nova,40,131,1405.0,1523.0,788.0,378.0,283.0,54.0,180.0,112.0,143.0,7.0,4.0,3.0,8.0,9.0,,0.0,,,,
LOCAL-060406,Ega,17,38,413.0,546.0,268.0,85.0,70.0,13.0,47.0,17.0,44.0,2.0,2.0,1.0,11.0,5.0,,1.0,,,,
LOCAL-060407,Furadouro,0,0,34.0,27.0,29.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,
LOCAL-060412,Sebal e Belide,16,49,446.0,640.0,301.0,88.0,108.0,20.0,52.0,30.0,68.0,7.0,2.0,3.0,8.0,5.0,,1.0,,,,
LOCAL-060413,Vila Seca e Bem da Fé,3,11,152.0,239.0,75.0,56.0,22.0,2.0,18.0,11.0,18.0,1.0,1.0,0.0,1.0,0.0,,1.0,,,,
LOCAL-060410,Zambujal,1,5,42.0,87.0,42.0,10.0,12.0,3.0,7.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,
LOCAL-060519,Alhadas,21,45,531.0,909.0,459.0,111.0,83.0,25.0,42.0,37.0,70.0,8.0,2.0,4.0,13.0,8.0,,3.0,,,,
LOCAL-060502,Alqueidão,19,24,244.0,301.0,160.0,44.0,32.0,9.0,15.0,11.0,24.0,4.0,0.0,0.0,16.0,2.0,,1.0,,,,
LOCAL-060515,Bom Sucesso,10,17,241.0,290.0,301.0,36.0,26.0,16.0,19.0,11.0,23.0,1.0,2.0,1.0,6.0,0.0,,2.0,,,,
LOCAL-060520,Buarcos e São Julião,101,176,3474.0,3268.0,1616.0,619.0,478.0,101.0,409.0,229.0,364.0,21.0,16.0,10.0,29.0,17.0,,3.0,,,,
LOCAL-060521,Ferreira-a-Nova,19,25,363.0,423.0,275.0,41.0,25.0,22.0,25.0,14.0,15.0,1.0,0.0,2.0,3.0,2.0,,0.0,,,,
