,territoryName,null_votes,blank_votes,PS,PPD/PSD,CDS-PP,B.E.,CH,A,L,PCP-PEV,PPM,IL,MAS,PAN,PCTP/MRPP,MPT,PDR,PNR,PTP,R.I.R.,NC,PURP,JPP
LOCAL-031259,"Vale (São Cosme), Telhado e Portela",85,127,975.0,1110.0,224.0,256.0,9.0,9.0,12.0,84.0,3.0,26.0,2.0,70.0,18.0,13.0,10.0,2.0,8.0,18.0,7.0,2.0,4.0
LOCAL-031241,Vale (São Martinho),29,28,407.0,421.0,66.0,126.0,8.0,1.0,11.0,27.0,0.0,7.0,1.0,22.0,3.0,0.0,1.0,0.0,3.0,4.0,1.0,1.0,2.0
LOCAL-031247,Vermoim,21,37,656.0,571.0,65.0,152.0,8.0,9.0,8.0,51.0,2.0,15.0,1.0,45.0,1.0,2.0,1.0,4.0,1.0,11.0,5.0,2.0,1.0
LOCAL-031260,Vila Nova de Famalicão e Calendário,163,369,3706.0,3966.0,526.0,1075.0,88.0,61.0,105.0,416.0,5.0,131.0,6.0,350.0,47.0,15.0,22.0,16.0,10.0,61.0,15.0,18.0,5.0
LOCAL-031249,Vilarinho das Cambas,24,23,263.0,319.0,42.0,51.0,4.0,0.0,6.0,12.0,0.0,7.0,0.0,8.0,2.0,2.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0
LOCAL-031359,Aboim da Nóbrega e Gondomar,5,11,144.0,234.0,31.0,21.0,4.0,2.0,4.0,5.0,1.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0
LOCAL-031304,Atiães,11,12,71.0,152.0,15.0,14.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
LOCAL-031308,Cabanelas,20,31,438.0,266.0,29.0,64.0,16.0,2.0,3.0,23.0,0.0,2.0,2.0,10.0,5.0,2.0,4.0,1.0,4.0,7.0,4.0,1.0,1.0
LOCAL-031361,Carreiras (São Miguel) e Carreiras (Santiago),1,11,151.0,221.0,25.0,16.0,2.0,0.0,3.0,8.0,0.0,2.0,1.0,6.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
LOCAL-031309,Cervães,8,38,273.0,495.0,57.0,46.0,8.0,1.0,4.0,15.0,2.0,9.0,0.0,10.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0
LOCAL-031311,Coucieiro,2,4,62.0,142.0,16.0,22.0,3.0,3.0,2.0,5.0,1.0,3.0,0.0,7.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0
LOCAL-031313,Dossãos,7,8,74.0,153.0,10.0,3.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
LOCAL-031362,Escariz (São Mamede) e Escariz (São Martinho),7,18,119.0,216.0,27.0,21.0,3.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
LOCAL-031363,"Esqueiros, Nevogilde e Travassós",7,19,180.0,224.0,18.0,30.0,3.0,4.0,2.0,9.0,0.0,2.0,2.0,15.0,4.0,2.0,0.0,1.0,1.0,3.0,4.0,0.0,3.0
LOCAL-031316,Freiriz,11,20,129.0,267.0,29.0,23.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0
LOCAL-031317,Gême,6,6,78.0,114.0,15.0,22.0,0.0,3.0,2.0,7.0,0.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
LOCAL-031323,Lage,26,45,429.0,594.0,71.0,115.0,22.0,10.0,10.0,40.0,3.0,15.0,2.0,37.0,4.0,3.0,8.0,3.0,4.0,19.0,2.0,2.0,1.0
LOCAL-031324,Lanhas,7,9,148.0,140.0,12.0,19.0,4.0,0.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
LOCAL-031325,Loureira,8,25,220.0,188.0,20.0,52.0,4.0,2.0,2.0,15.0,0.0,5.0,0.0,22.0,4.0,0.0,2.0,1.0,0.0,5.0,2.0,0.0,0.0
LOCAL-031364,Marrancos e Arcozelo,9,19,91.0,278.0,21.0,21.0,8.0,1.0,0.0,4.0,0.0,1.0,0.0,10.0,0.0,3.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0
LOCAL-031328,Moure,14,26,195.0,383.0,28.0,29.0,3.0,3.0,2.0,14.0,1.0,0.0,1.0,14.0,2.0,1.0,0.0,0.0,1.0,10.0,4.0,0.0,3.0
LOCAL-031330,Oleiros,12,20,212.0,238.0,26.0,52.0,2.0,3.0,5.0,23.0,1.0,3.0,2.0,17.0,5.0,2.0,1.0,0.0,1.0,10.0,2.0,2.0,1.0
LOCAL-031365,Oriz (Santa Marinha) e Oriz (São Miguel),6,11,90.0,180.0,23.0,6.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
LOCAL-031331,Parada de Gatim,4,10,153.0,135.0,9.0,14.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0
LOCAL-031335,Pico,8,8,96.0,136.0,9.0,17.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
LOCAL-031366,"Pico de Regalados, Gondiães e Mós",21,31,318.0,327.0,54.0,65.0,10.0,8.0,5.0,23.0,2.0,3.0,1.0,16.0,8.0,5.0,2.0,3.0,1.0,7.0,5.0,1.0,0.0
LOCAL-031337,Ponte,3,4,72.0,118.0,6.0,17.0,2.0,1.0,5.0,6.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0
LOCAL-031350,Prado (São Miguel),4,13,109.0,140.0,19.0,10.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0
LOCAL-031360,Ribeira do Neiva,51,79,337.0,950.0,178.0,84.0,13.0,8.0,6.0,28.0,3.0,11.0,2.0,29.0,8.0,7.0,5.0,4.0,2.0,39.0,4.0,0.0,2.0
LOCAL-031340,Sabariz,2,12,65.0,134.0,7.0,13.0,5.0,0.0,3.0,7.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
LOCAL-031367,"Sande, Vilarinho, Barros e Gomide",10,21,248.0,346.0,50.0,36.0,7.0,2.0,2.0,17.0,0.0,3.0,1.0,16.0,4.0,2.0,1.0,0.0,1.0,8.0,2.0,2.0,1.0
LOCAL-031352,Soutelo,17,38,455.0,368.0,45.0,102.0,8.0,1.0,4.0,32.0,1.0,8.0,3.0,28.0,6.0,3.0,3.0,3.0,2.0,9.0,2.0,3.0,0.0
LOCAL-031354,Turiz,17,29,308.0,342.0,36.0,72.0,11.0,11.0,7.0,26.0,1.0,5.0,1.0,27.0,6.0,1.0,4.0,1.0,0.0,9.0,3.0,0.0,0.0
LOCAL-031369,Vade,15,15,244.0,486.0,54.0,37.0,4.0,1.0,6.0,4.0,1.0,1.0,0.0,11.0,6.0,2.0,1.0,0.0,1.0,6.0,2.0,2.0,1.0
LOCAL-031368,"Valbom (São Pedro), Passô e Valbom (São Martinho)",4,12,96.0,155.0,28.0,17.0,1.0,1.0,0.0,11.0,0.0,1.0,0.0,3.0,2.0,2.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0
LOCAL-031355,Valdreu,3,7,106.0,121.0,19.0,7.0,1.0,2.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LOCAL-031342,Vila de Prado,64,102,753.0,789.0,83.0,215.0,28.0,12.0,7.0,91.0,4.0,15.0,2.0,65.0,10.0,5.0,3.0,6.0,2.0,18.0,8.0,11.0,1.0
LOCAL-031370,Vila Verde e Barbudo,55,107,1187.0,1256.0,133.0,283.0,40.0,21.0,32.0,98.0,2.0,38.0,0.0,114.0,14.0,11.0,7.0,4.0,4.0,24.0,9.0,6.0,4.0
LOCAL-031408,Caldas de Vizela (São Miguel e São João),78,167,2713.0,1481.0,129.0,698.0,24.0,34.0,38.0,209.0,4.0,57.0,4.0,168.0,36.0,12.0,5.0,9.0,5.0,60.0,17.0,4.0,6.0
LOCAL-031404,Infias,12,30,457.0,247.0,38.0,126.0,6.0,1.0,5.0,45.0,1.0,3.0,3.0,28.0,7.0,1.0,4.0,1.0,4.0,17.0,3.0,1.0,4.0
LOCAL-031401,Santa Eulália,51,67,1279.0,597.0,69.0,311.0,14.0,7.0,12.0,93.0,2.0,24.0,1.0,61.0,26.0,8.0,9.0,1.0,8.0,38.0,6.0,2.0,2.0
LOCAL-031409,Tagilde e Vizela (São Paio),20,38,748.0,374.0,79.0,161.0,10.0,8.0,6.0,71.0,3.0,38.0,2.0,35.0,9.0,3.0,3.0,3.0,3.0,14.0,3.0,1.0,8.0
LOCAL-031406,Vizela (Santo Adrião),28,31,606.0,308.0,33.0,128.0,2.0,3.0,7.0,42.0,1.0,3.0,1.0,38.0,7.0,1.0,3.0,3.0,1.0,6.0,1.0,0.0,1.0
LOCAL-040121,"Agrobom, Saldonha e Vale Pereiro",0,2,78.0,63.0,5.0,5.0,1.0,1.0,0.0,4.0,0.0,0.0,,1.0,3.0,,0.0,1.0,0.0,1.0,0.0,0.0,
LOCAL-040102,Alfândega da Fé,17,29,501.0,407.0,59.0,54.0,16.0,0.0,3.0,22.0,3.0,3.0,,14.0,4.0,,1.0,3.0,0.0,8.0,3.0,5.0,
LOCAL-040103,Cerejais,5,2,54.0,32.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,
LOCAL-040122,"Eucisia, Gouveia e Valverde",7,0,89.0,76.0,4.0,9.0,0.0,1.0,0.0,4.0,0.0,1.0,,1.0,3.0,,0.0,0.0,0.0,5.0,2.0,1.0,
LOCAL-040123,Ferradosa e Sendim da Serra,2,2,80.0,57.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0,2.0,0.0,1.0,
LOCAL-040124,Gebelim e Soeima,10,2,86.0,58.0,15.0,15.0,0.0,1.0,0.0,2.0,0.0,0.0,,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LOCAL-040125,Parada e Sendim da Ribeira,1,0,58.0,47.0,5.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,
LOCAL-040126,Pombal e Vales,5,1,55.0,41.0,8.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,
LOCAL-040111,Sambade,3,3,113.0,127.0,14.0,10.0,0.0,0.0,2.0,2.0,0.0,2.0,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,
LOCAL-040118,Vilar Chão,2,3,43.0,59.0,9.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,
LOCAL-040119,Vilarelhos,2,2,65.0,71.0,4.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,,3.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,
LOCAL-040120,Vilares de Vilariça,1,1,38.0,53.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LOCAL-040201,Alfaião,1,2,39.0,60.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,
LOCAL-040250,Aveleda e Rio de Onor,2,3,66.0,79.0,3.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,
LOCAL-040203,Babe,4,2,32.0,60.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LOCAL-040204,Baçal,9,5,64.0,128.0,8.0,21.0,3.0,4.0,0.0,3.0,0.0,1.0,,4.0,1.0,,2.0,1.0,0.0,1.0,0.0,0.0,
LOCAL-040206,Carragosa,4,1,32.0,43.0,5.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,
LOCAL-040251,Castrelos e Carrazedo,4,2,22.0,77.0,8.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,
LOCAL-040209,Castro de Avelãs,3,5,37.0,89.0,3.0,11.0,0.0,0.0,3.0,4.0,0.0,1.0,,3.0,2.0,,0.0,1.0,0.0,2.0,0.0,1.0,
LOCAL-040210,Coelhoso,4,2,47.0,105.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,
LOCAL-040212,Donai,2,7,71.0,107.0,5.0,18.0,3.0,0.0,2.0,3.0,1.0,3.0,,1.0,0.0,,1.0,0.0,0.0,2.0,0.0,0.0,
LOCAL-040213,Espinhosela,3,2,62.0,68.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,
LOCAL-040215,França,2,1,45.0,54.0,1.0,5.0,0.0,2.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,
LOCAL-040216,Gimonde,1,9,80.0,67.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,,0.0,2.0,1.0,2.0,0.0,0.0,
LOCAL-040217,Gondesende,0,0,26.0,30.0,5.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,
LOCAL-040218,Gostei,2,3,77.0,73.0,9.0,11.0,1.0,3.0,0.0,8.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,1.0,2.0,1.0,
LOCAL-040219,Grijó de Parada,3,0,70.0,41.0,13.0,4.0,1.0,0.0,0.0,4.0,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,
LOCAL-040252,"Izeda, Calvelhe e Paradinha Nova",11,7,176.0,147.0,16.0,27.0,8.0,0.0,1.0,6.0,1.0,0.0,,2.0,0.0,,4.0,0.0,3.0,0.0,1.0,1.0,
LOCAL-040221,Macedo do Mato,4,1,35.0,49.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,,3.0,2.0,,1.0,0.0,2.0,0.0,0.0,2.0,
LOCAL-040224,Mós,4,4,24.0,31.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,
LOCAL-040225,Nogueira,4,5,87.0,93.0,3.0,12.0,3.0,1.0,0.0,3.0,0.0,1.0,,2.0,0.0,,0.0,2.0,0.0,1.0,0.0,1.0,
LOCAL-040226,Outeiro,3,2,45.0,65.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,
LOCAL-040253,Parada e Faílde,7,4,128.0,122.0,12.0,20.0,3.0,0.0,2.0,5.0,0.0,0.0,,2.0,1.0,,0.0,0.0,1.0,0.0,1.0,2.0,
LOCAL-040229,Parâmio,2,1,40.0,30.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,
LOCAL-040230,Pinela,4,0,22.0,66.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,
LOCAL-040232,Quintanilha,5,4,62.0,37.0,5.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,
LOCAL-040233,Quintela de Lampaças,1,2,36.0,40.0,4.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LOCAL-040234,Rabal,3,2,24.0,51.0,7.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,,1.0,3.0,,0.0,0.0,0.0,1.0,0.0,0.0,
LOCAL-040254,Rebordainhos e Pombares,1,1,33.0,61.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,
LOCAL-040236,Rebordãos,3,10,64.0,97.0,8.0,8.0,3.0,1.0,0.0,5.0,0.0,0.0,,7.0,1.0,,0.0,0.0,0.0,2.0,1.0,1.0,
LOCAL-040255,Rio Frio e Milhão,4,9,66.0,125.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,2.0,,0.0,3.0,0.0,0.0,0.0,1.0,
LOCAL-040239,Salsas,6,0,45.0,71.0,4.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,,0.0,0.0,,2.0,0.0,0.0,3.0,2.0,0.0,
LOCAL-040240,Samil,9,16,159.0,235.0,18.0,41.0,8.0,5.0,1.0,6.0,0.0,2.0,,4.0,1.0,,3.0,0.0,1.0,0.0,1.0,1.0,
LOCAL-040241,Santa Comba de Rossas,2,3,56.0,49.0,6.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,
LOCAL-040256,São Julião de Palácios e Deilão,4,2,43.0,114.0,8.0,5.0,2.0,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,
LOCAL-040244,São Pedro de Sarracenos,2,5,72.0,76.0,9.0,9.0,4.0,2.0,0.0,3.0,0.0,2.0,,5.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,
LOCAL-040257,"Sé, Santa Maria e Meixedo",190,226,3410.0,3432.0,338.0,841.0,107.0,130.0,64.0,259.0,14.0,84.0,,201.0,40.0,,22.0,34.0,11.0,48.0,18.0,14.0,
LOCAL-040246,Sendas,2,2,18.0,86.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,3.0,,1.0,0.0,1.0,1.0,1.0,0.0,
LOCAL-040247,Serapicos,2,6,31.0,50.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,
LOCAL-040248,Sortes,3,4,48.0,33.0,4.0,12.0,1.0,0.0,1.0,2.0,0.0,1.0,,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,
LOCAL-040249,Zoio,2,2,21.0,38.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,
LOCAL-040320,Amedo e Zedes,5,3,54.0,76.0,13.0,13.0,2.0,3.0,2.0,11.0,0.0,0.0,,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,2.0,
LOCAL-040321,Belver e Mogo de Malta,4,5,67.0,94.0,10.0,15.0,2.0,0.0,1.0,2.0,0.0,2.0,,6.0,0.0,,2.0,0.0,1.0,2.0,1.0,1.0,
LOCAL-040304,Carrazeda de Ansiães,16,31,301.0,293.0,37.0,62.0,7.0,3.0,10.0,15.0,1.0,8.0,,17.0,2.0,,1.0,4.0,1.0,1.0,3.0,4.0,
LOCAL-040322,Castanheiro do Norte e Ribalonga,2,6,111.0,120.0,6.0,13.0,2.0,1.0,1.0,2.0,0.0,0.0,,2.0,5.0,,2.0,2.0,0.0,0.0,0.0,1.0,
LOCAL-040306,Fonte Longa,5,1,31.0,64.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,0.0,
LOCAL-040323,"Lavandeira, Beira Grande e Selores",7,9,62.0,102.0,9.0,16.0,3.0,0.0,1.0,2.0,0.0,0.0,,2.0,2.0,,0.0,0.0,1.0,1.0,0.0,3.0,
LOCAL-040308,Linhares,10,8,81.0,69.0,6.0,15.0,2.0,1.0,1.0,3.0,0.0,0.0,,1.0,1.0,,0.0,2.0,1.0,0.0,0.0,1.0,
LOCAL-040309,Marzagão,7,2,54.0,67.0,4.0,9.0,1.0,1.0,0.0,1.0,0.0,2.0,,0.0,3.0,,1.0,0.0,0.0,0.0,0.0,0.0,
LOCAL-040311,Parambos,0,2,49.0,54.0,4.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,,2.0,0.0,,0.0,2.0,1.0,0.0,0.0,0.0,
LOCAL-040312,Pereiros,2,5,52.0,33.0,8.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,,3.0,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,
LOCAL-040313,Pinhal do Norte,2,5,25.0,49.0,10.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LOCAL-040314,Pombal,10,3,40.0,77.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,,0.0,0.0,0.0,3.0,0.0,1.0,
LOCAL-040316,Seixo de Ansiães,6,1,60.0,56.0,10.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,,3.0,2.0,,0.0,0.0,0.0,4.0,1.0,1.0,
LOCAL-040318,Vilarinho da Castanheira,7,0,61.0,95.0,8.0,15.0,1.0,2.0,0.0,3.0,0.0,0.0,,3.0,2.0,,1.0,0.0,1.0,2.0,1.0,1.0,
LOCAL-040407,Freixo de Espada à Cinta e Mazouco,20,10,418.0,319.0,28.0,50.0,8.0,2.0,6.0,20.0,0.0,4.0,,7.0,5.0,,0.0,7.0,3.0,4.0,3.0,2.0,
LOCAL-040408,Lagoaça e Fornos,13,1,95.0,88.0,9.0,16.0,0.0,1.0,0.0,8.0,1.0,1.0,,1.0,0.0,,0.0,0.0,0.0,6.0,0.0,1.0,
LOCAL-040404,Ligares,3,2,60.0,58.0,4.0,5.0,0.0,0.0,0.0,7.0,1.0,1.0,,0.0,3.0,,1.0,0.0,0.0,1.0,0.0,0.0,
LOCAL-040406,Poiares,8,9,78.0,37.0,8.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,,0.0,0.0,0.0,5.0,0.0,0.0,
LOCAL-040539,Ala e Vilarinho do Monte,9,5,112.0,84.0,21.0,10.0,4.0,1.0,0.0,8.0,0.0,0.0,,3.0,1.0,,0.0,15.0,1.0,1.0,0.0,1.0,
LOCAL-040502,Amendoeira,10,10,75.0,98.0,20.0,20.0,2.0,3.0,2.0,5.0,0.0,2.0,,4.0,3.0,,1.0,0.0,1.0,1.0,0.0,0.0,
LOCAL-040503,Arcas,1,2,62.0,77.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,
LOCAL-040540,Bornes e Burga,3,5,64.0,83.0,13.0,10.0,3.0,2.0,0.0,5.0,0.0,0.0,,2.0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,
LOCAL-040507,Carrapatas,7,4,31.0,34.0,5.0,7.0,1.0,3.0,2.0,4.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,3.0,0.0,0.0,
LOCAL-040541,Castelãos e Vilar do Monte,7,7,71.0,98.0,22.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,
LOCAL-040509,Chacim,6,0,47.0,56.0,9.0,12.0,1.0,0.0,0.0,0.0,2.0,0.0,,3.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,
LOCAL-040510,Cortiços,4,1,75.0,50.0,5.0,11.0,0.0,0.0,0.0,11.0,0.0,2.0,,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,
LOCAL-040511,Corujas,2,1,29.0,47.0,21.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LOCAL-040542,"Espadanedo, Edroso, Murçós e Soutelo Mourisco",4,11,84.0,115.0,14.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,
LOCAL-040514,Ferreira,2,0,49.0,67.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LOCAL-040515,Grijó,4,5,57.0,75.0,14.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0,,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,
LOCAL-040516,Lagoa,4,4,55.0,67.0,15.0,7.0,0.0,1.0,1.0,2.0,3.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,2.0,
LOCAL-040517,Lamalonga,1,4,52.0,65.0,6.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,
LOCAL-040518,Lamas,3,0,22.0,90.0,15.0,4.0,2.0,0.0,2.0,2.0,0.0,1.0,,2.0,1.0,,0.0,0.0,1.0,1.0,0.0,1.0,
LOCAL-040519,Lombo,3,6,61.0,60.0,8.0,10.0,2.0,1.0,0.0,3.0,1.0,0.0,,1.0,1.0,,2.0,2.0,2.0,1.0,0.0,0.0,
LOCAL-040520,Macedo de Cavaleiros,80,52,1127.0,1166.0,174.0,245.0,21.0,13.0,18.0,68.0,0.0,13.0,,56.0,7.0,,3.0,5.0,4.0,15.0,7.0,11.0,
LOCAL-040521,Morais,5,4,102.0,82.0,4.0,11.0,1.0,0.0,0.0,7.0,2.0,2.0,,4.0,2.0,,0.0,1.0,2.0,1.0,0.0,0.0,
LOCAL-040523,Olmos,4,2,52.0,40.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,,2.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,
LOCAL-040524,Peredo,1,2,43.0,50.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LOCAL-040543,Podence e Santa Combinha,2,2,81.0,67.0,19.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,,1.0,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,
LOCAL-040526,Salselas,2,4,75.0,82.0,12.0,13.0,1.0,0.0,0.0,5.0,1.0,0.0,,4.0,1.0,,0.0,0.0,1.0,2.0,1.0,4.0,
LOCAL-040528,Sezulfe,5,0,55.0,59.0,4.0,11.0,2.0,0.0,0.0,2.0,1.0,0.0,,1.0,1.0,,0.0,1.0,2.0,4.0,0.0,0.0,
LOCAL-040530,Talhas,2,1,75.0,63.0,6.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,,3.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,
LOCAL-040544,Talhinhas e Bagueixe,1,1,91.0,53.0,9.0,5.0,0.0,0.0,1.0,11.0,1.0,0.0,,0.0,1.0,,0.0,0.0,0.0,2.0,2.0,0.0,
LOCAL-040532,Vale Benfeito,3,4,29.0,55.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,3.0,,0.0,1.0,,0.0,0.0,1.0,6.0,0.0,0.0,
